,Tweet,handle,tweet_text,Polarity,Subjectivity
3309,@united worst airline ever after 70+ legs of travel I am officially done.  On time is not in their vocab.  I'm taking my premier status to A,@united, worst airline ever after 70+ legs of travel I am officially done.  On time is not in their vocab.  I'm taking my premier status to A,-1.0,1.0
3316,"@united keeps delaying my flight, horrible customer service",@united," keeps delaying my flight, horrible customer service",-1.0,1.0
3325,"@united Club DEN, East or West, both are disgusting. http://t.co/XijYrPsLZK",@united," Club DEN, East or West, both are disgusting. http://t.co/XijYrPsLZK",-1.0,1.0
3391,@united your Airbus a320 seats are awful. They don't recline.,@united, your Airbus a320 seats are awful. They don't recline.,-1.0,1.0
3406,"@united unfortunately, that doesn't help. Just an automated computer.",@united," unfortunately, that doesn't help. Just an automated computer.",-0.5,1.0
3417,@united whom can I call to discuss - as I was told that united has no phone contact with passengers  - this is absurd...,@united, whom can I call to discuss - as I was told that united has no phone contact with passengers  - this is absurd...,-0.5,1.0
3484,@united spends 20 minutes beating up a lady about her bag fees.  Random stranger comes up and pays the fee.  #Randomactsofcorporategreed,@united, spends 20 minutes beating up a lady about her bag fees.  Random stranger comes up and pays the fee.  #Randomactsofcorporategreed,-0.5,0.5
3500,"@united worried the cold weather or snow would delay us this morning, but no it was the pilots. #stillwaiting",@united," worried the cold weather or snow would delay us this morning, but no it was the pilots. #stillwaiting",-0.6,1.0
3535,@united ... horrible wait time on 4348 to get a gate  ..shows total miss  management . Value customer time and respect thier sentiment,@united, ... horrible wait time on 4348 to get a gate  ..shows total miss  management . Value customer time and respect thier sentiment,-0.5,0.875
3571,"@united what you did was illegal and a breach of contract. I will be in touch but not through your ""customer feedback""",@united," what you did was illegal and a breach of contract. I will be in touch but not through your ""customer feedback""",-0.5,0.5
3610,@united. Worst flying experiences ever the past three days. Your airline needs to get it together. Lost a customer with me,@united., Worst flying experiences ever the past three days. Your airline needs to get it together. Lost a customer with me,-0.625,0.625
3661,@united just dropped bags at Newark. Your desk guy was the rudest customer facing person I have met. Even my two children were shocked!,@united, just dropped bags at Newark. Your desk guy was the rudest customer facing person I have met. Even my two children were shocked!,-0.875,0.8
3667,"“@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?”

👎",,"“  Sorry to hear about your flight. Do you need help reFlight Booking Problems?”

👎",-0.5,1.0
3675,"@united, I'm still frustrated I gave up my seat &amp; the promised Travel Certificate was withheld w/o explanation. http://t.co/KvfwajVViD","@united,", I'm still frustrated I gave up my seat &amp; the promised Travel Certificate was withheld w/o explanation. http://t.co/KvfwajVViD,-0.7,0.2
3704,@united you have yourselves to blame for giving me the time to get drunk and tell you how I feel about your overpriced sub par airline,@united, you have yourselves to blame for giving me the time to get drunk and tell you how I feel about your overpriced sub par airline,-0.5,1.0
3709,@united be patient while I let this string of tweets go out showing people you are bad at your business,@united, be patient while I let this string of tweets go out showing people you are bad at your business,-0.6999999999999998,0.6666666666666666
3726,@united all i hear is blah blah blah ....you shoulda used that $400 to buy a @burningman ticket instead. &amp; ill be driving there not flying,@united, all i hear is blah blah blah ....you shoulda used that $400 to buy a  ticket instead. &amp; ill be driving there not flying,-0.5,1.0
3738,"@united there was 20 min to departure, no one waiting. On being pressed ground staffer threatened ""do you want to get to SF today"" #fail",@united," there was 20 min to departure, no one waiting. On being pressed ground staffer threatened ""do you want to get to SF today"" #fail",-0.5,0.29999999999999993
3774,"@united Just boarded UA1297, was refused from carrying overhead bag as no space, in plane now with loads of space #fail #customerexperience",@united," Just boarded UA1297, was refused from carrying overhead bag as no space, in plane now with loads of space #fail #customerexperience",-0.5,0.29999999999999993
3781,@united Just had the worst experience ever flying with you,@united, Just had the worst experience ever flying with you,-1.0,1.0
3812,"@United Wonder why people hate dealing with airlines?  Ridiculous and inflexible ""policies"".  I need a phone number and a resolution.  Now.",@United," Wonder why people hate dealing with airlines?  Ridiculous and inflexible ""policies"".  I need a phone number and a resolution.  Now.",-0.5111111111111111,0.8333333333333334
3823,@united  why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it &amp; it's now impossible! I even called.,@united,  why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it &amp; it's now impossible! I even called.,-0.5625,0.7708333333333333
3843,"@united yes, I know that. The question is ""why is that still the case""? #fail",@united," yes, I know that. The question is ""why is that still the case""? #fail",-0.5,0.29999999999999993
3854,"@united worst agents in US at Ft. Lauderdale Airport; passengers stand in line, getting status alerts &amp; still didn't make an announcement",@united," worst agents in US at Ft. Lauderdale Airport; passengers stand in line, getting status alerts &amp; still didn't make an announcement",-1.0,1.0
3861,@united This is with regard to a flight from a couple weeks ago. I'm very frustrated with your policies &amp; expressing that.,@united, This is with regard to a flight from a couple weeks ago. I'm very frustrated with your policies &amp; expressing that.,-0.9099999999999999,0.26
3871,"@united UA6255 delayed out of #winnipeg because the plane was ""frozen""! #fail Will I make my connection on UA1059? #tightconnection #Denver",@united," UA6255 delayed out of #winnipeg because the plane was ""frozen""! #fail Will I make my connection on UA1059? #tightconnection #Denver",-0.5,0.29999999999999993
3906,"@united is the biggest joke of a company,I will never fly with them again! 3 days now waiting for my bag, they don't even know where it is!",@united," is the biggest joke of a company,I will never fly with them again! 3 days now waiting for my bag, they don't even know where it is!",-0.5,0.9
3929,@united How can you not know where my bags are?  You knew where they were 6 hours ago. You are killing me!  Worst service. Ever.,@united, How can you not know where my bags are?  You knew where they were 6 hours ago. You are killing me!  Worst service. Ever.,-1.0,1.0
3930,@united Stop pretending you care about the welfare of my daughter. United Airlines had the opportunity to help n failed # United airlines,@united, Stop pretending you care about the welfare of my daughter. United Airlines had the opportunity to help n failed # United airlines,-0.5,0.3
3934,@united  treats service members like crap never flying again with them #UnitedAirlines  @CNN,@united,  treats service members like crap never flying again with them #UnitedAirlines  ,-0.8,0.8
3947,"@united, wtf is your username and/or email addr signin STILL unavailable? Been trying to login since Sunday","@united,", wtf is your username and/or email addr signin STILL unavailable? Been trying to login since Sunday,-0.5,1.0
3952,"@united I am VERY disappointed with @SilverAirways as your partner. No communication, 2 extremely Late Flight flights. Really, all around horrible.",@united," I am VERY disappointed with  as your partner. No communication, 2 extremely Late Flight flights. Really, all around horrible.",-0.51875,0.6937500000000001
4007,@united then why do you bother responding? Your customer service is THE WORST. Never using you guys again.,@united, then why do you bother responding? Your customer service is THE WORST. Never using you guys again.,-1.0,1.0
4052,"@united Useless response. I need a functioning wheelchair, not a customer care form to fill out.",@united," Useless response. I need a functioning wheelchair, not a customer care form to fill out.",-0.5,0.2
4085,@united once again your customer service rep was rude!   I asked a question and in turn got attitude.  Jane was no help.  Disgusted again!,@united, once again your customer service rep was rude!   I asked a question and in turn got attitude.  Jane was no help.  Disgusted again!,-0.6875,0.8
4160,@united worst service ever 😈,@united, worst service ever 😈,-1.0,1.0
4168,"@united sorry, I hate united. i won't get to see my family until Thursday",@united," sorry, I hate united. i won't get to see my family until Thursday",-0.65,0.95
4180,"@united 3pm and my bags still not here. not even a courtesy toiletries kit. not the flight experience I was expecting, very disappointed.",@united," 3pm and my bags still not here. not even a courtesy toiletries kit. not the flight experience I was expecting, very disappointed.",-0.9750000000000001,0.9750000000000001
4182,"@united sorry, wrong link for the bag : http://t.co/pZAl4wtrEZ Thats the one i meant",@united," sorry, wrong link for the bag : http://t.co/pZAl4wtrEZ Thats the one i meant",-0.5,0.95
4186,@united plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible,@united, plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible,-0.7,0.8
4199,"@united Hi JH, my experience with United has been entirely disgusting but yes, I'd like assistance in getting compensated for my bag.",@united," Hi JH, my experience with United has been entirely disgusting but yes, I'd like assistance in getting compensated for my bag.",-1.0,1.0
4213,@united Stuck in IAD going on 6 hours waiting for a ferry flight from Nashville that u can't tell when it will arrive?!! Ridiculous!!,@united, Stuck in IAD going on 6 hours waiting for a ferry flight from Nashville that u can't tell when it will arrive?!! Ridiculous!!,-0.5208333333333333,1.0
4225,@united its 2015 and no power outlets at the seats on a 6 hour flight to California? Seriously? This is why airlines are failing!! Pathetic!,@united, its 2015 and no power outlets at the seats on a 6 hour flight to California? Seriously? This is why airlines are failing!! Pathetic!,-0.7604166666666666,0.8333333333333333
4261,@united Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home,@united, Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home,-0.5,0.5
4262,@united spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient.,@united, spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient.,-0.78,1.0
4270,@united Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ,@united, Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ,-0.5,0.55
4309,"@united Broken entertainment system on my 8 hour NYC flight, terrible cabin crew service and online complaint form won't work #hopeless",@united," Broken entertainment system on my 8 hour NYC flight, terrible cabin crew service and online complaint form won't work #hopeless",-0.5666666666666667,0.5333333333333333
4340,@SouthwestAir poor performance all around! Paid for Express checkin weeks ago and can't even leverage it #bullshit,@SouthwestAir, poor performance all around! Paid for Express checkin weeks ago and can't even leverage it #bullshit,-0.5,0.6
4388,"@SouthwestAir Yo, I'm trying to make a change to a reservation but whenever I select the flight it says, ""Unable to price"". Please help!",@SouthwestAir," Yo, I'm trying to make a change to a reservation but whenever I select the flight it says, ""Unable to price"". Please help!",-0.625,0.5
4397,"@SouthwestAir horrible experience, passenger of size was 1/3 in my seat, offered $50 voucher for this by Christine C http://t.co/1xzrK66wVQ",@SouthwestAir," horrible experience, passenger of size was 1/3 in my seat, offered $50 voucher for this by Christine C http://t.co/1xzrK66wVQ",-1.0,1.0
4411,@SouthwestAir where your airline people screwed up our boarding passes on the way back from puerto Vallarta. This is horrible and we are,@SouthwestAir, where your airline people screwed up our boarding passes on the way back from puerto Vallarta. This is horrible and we are,-0.5,0.5
4420,@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED,@SouthwestAir, unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED,-0.625,0.875
4423,@SouthwestAir unfortunately I don't even have that. My phone died before o had a chance to grab it. It was from OMA to SAN from 3/27-4/2,@SouthwestAir, unfortunately I don't even have that. My phone died before o had a chance to grab it. It was from OMA to SAN from 3/27-4/2,-0.5,1.0
4440,"@SouthwestAir LA always has traffic, but this is INSANE. I can't be the only one with this issue on flight 1625",@SouthwestAir," LA always has traffic, but this is INSANE. I can't be the only one with this issue on flight 1625",-0.5,1.0
4441,@SouthwestAir INSANE traffic in LA. Trying to call you all to re schedule flight but been on phone for 20 minutes and nothing.,@SouthwestAir, INSANE traffic in LA. Trying to call you all to re schedule flight but been on phone for 20 minutes and nothing.,-1.0,1.0
4476,@SouthwestAir   I hate evolved seating. knees in the seat pocket http://t.co/forNpF69Ky,@SouthwestAir,   I hate evolved seating. knees in the seat pocket http://t.co/forNpF69Ky,-0.8,0.9
4526,@SouthwestAir won't let me send a DM because they don't follow me.. #lovedflyingwiththem #notanymore #wrong #badpolicy,@SouthwestAir, won't let me send a DM because they don't follow me.. #lovedflyingwiththem #notanymore #wrong #badpolicy,-0.5,0.9
4534,"@SouthwestAir disappointed in the 'service' I've received. Checked in online, checked my my flight status online, CHECKED IN AT THE AIRPORT",@SouthwestAir," disappointed in the 'service' I've received. Checked in online, checked my my flight status online, CHECKED IN AT THE AIRPORT",-0.75,0.75
4613,"@SouthwestAir ruined my Sunday. 3+ hours of delays out of DIA, now my bags are at the wrong airport. $35 to deliver them? Insult to injury.",@SouthwestAir," ruined my Sunday. 3+ hours of delays out of DIA, now my bags are at the wrong airport. $35 to deliver them? Insult to injury.",-0.5,0.9
4614,"@SouthwestAir What can we do to bring you back to Jackson, MS?! We miss you terribly around here. These other airlines are horrible!!",@SouthwestAir," What can we do to bring you back to Jackson, MS?! We miss you terribly around here. These other airlines are horrible!!",-0.53125,0.59375
4641,@SouthwestAir  Poor customer service displayed over the weekend during the storm. I was stuck on the tarmac for 2.5 hours with no answer!,@SouthwestAir,  Poor customer service displayed over the weekend during the storm. I was stuck on the tarmac for 2.5 hours with no answer!,-0.5,0.6
4646,@SouthwestAir Feeling very frustrated that I bought WIFI onboard and can't load an email.,@SouthwestAir, Feeling very frustrated that I bought WIFI onboard and can't load an email.,-0.9099999999999999,0.26
4653,@SouthwestAir is this a sick joke? #toyingwithouremotions,@SouthwestAir, is this a sick joke? #toyingwithouremotions,-0.7142857142857143,0.8571428571428571
4660,"@SouthwestAir done. Sorry, I thought I was already.",@SouthwestAir," done. Sorry, I thought I was already.",-0.5,1.0
4663,"@SouthwestAir Just wanted 2 change an anytime flight leaving at 11:50 @ 11:00. Phone hold 4 46mins. Phone answers, she says sorry - no dice.",@SouthwestAir," Just wanted 2 change an anytime flight leaving at 11:50 @ 11:00. Phone hold 4 46mins. Phone answers, she says sorry - no dice.",-0.5,1.0
4711,"@SouthwestAir I never got an email confirmation for my ticket, but the credit card was charged.  Phone wait time is crazy. Is there a chat?",@SouthwestAir," I never got an email confirmation for my ticket, but the credit card was charged.  Phone wait time is crazy. Is there a chat?",-0.6,0.9
4712,"@SouthwestAir res chg online/app no work, still on hold, faster for hubby to DRIVE to airport to make change @ counter #fail",@SouthwestAir," res chg online/app no work, still on hold, faster for hubby to DRIVE to airport to make change @ counter #fail",-0.5,0.29999999999999993
4719,@SouthwestAir I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!,@SouthwestAir, I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!,-0.6510416666666665,1.0
4756,@SouthwestAir what to do when you show up to your destination with no clothes in your suitcase? #nakedmeetings #awkward,@SouthwestAir, what to do when you show up to your destination with no clothes in your suitcase? #nakedmeetings #awkward,-0.6,1.0
4773,@SouthwestAir Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy,@SouthwestAir, Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy,-0.625,0.9
4789,"@SouthwestAir Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst @daysinn in existence. #fail",@SouthwestAir," Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst  in existence. #fail",-0.75,0.6499999999999999
4851,@SouthwestAir very disappointed in your handling of tonight's Cancelled Flighted Dallas flight.  Not that it was Cancelled Flighted but no contingencies.,@SouthwestAir, very disappointed in your handling of tonight's Cancelled Flighted Dallas flight.  Not that it was Cancelled Flighted but no contingencies.,-0.9750000000000001,0.9750000000000001
4907,@SouthwestAir wifi is the worst $8 investment I have ever made.,@SouthwestAir, wifi is the worst $8 investment I have ever made.,-1.0,1.0
4920,"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??",@SouthwestAir,"  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??",-1.0,1.0
4932,@SouthwestAir you guys should stop doing service in Denver it's horrible I get stuck here every time! I've been here almost 24hrs,@SouthwestAir, you guys should stop doing service in Denver it's horrible I get stuck here every time! I've been here almost 24hrs,-1.0,1.0
4936,@SouthwestAir Had a very unpleasant experience over the phone with one of your agents re: a Cancelled Flightled flight. I have the name &amp; agent ID.,@SouthwestAir, Had a very unpleasant experience over the phone with one of your agents re: a Cancelled Flightled flight. I have the name &amp; agent ID.,-0.8449999999999999,1.0
4949,"@SouthwestAir extremely frustrating travel experience in Denver! Instead of landing in SEA on Saturday, now it's Monday afternoon!",@SouthwestAir," extremely frustrating travel experience in Denver! Instead of landing in SEA on Saturday, now it's Monday afternoon!",-0.625,0.9
4950,@SouthwestAir I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!,@SouthwestAir, I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!,-1.0,0.9750000000000001
4952,"@SouthwestAir worst air line ever, you have no compassion of the handicapped",@SouthwestAir," worst air line ever, you have no compassion of the handicapped",-1.0,1.0
4970,"@SouthwestAir BTW I was completely unable to buy wifi for my flight using Galaxy S4. Couldn't zoom out or scroll to touch ""Buy""",@SouthwestAir," BTW I was completely unable to buy wifi for my flight using Galaxy S4. Couldn't zoom out or scroll to touch ""Buy""",-0.5,0.5
4985,.@SouthwestAir thx for the note. Flight was Cancelled Flightled and today is all booked so had to go with another carrier. :(,,. thx for the note. Flight was Cancelled Flightled and today is all booked so had to go with another carrier. :(,-0.75,1.0
5013,@SouthwestAir I have never had such awful customer service and conflicting service. Outrageous.,@SouthwestAir, I have never had such awful customer service and conflicting service. Outrageous.,-0.6666666666666666,0.8333333333333334
5019,@SouthwestAir no I wasn't. After over an hour was too frustrated and had to hang up.,@SouthwestAir, no I wasn't. After over an hour was too frustrated and had to hang up.,-0.7,0.2
5052,@SouthwestAir my sister&amp;brother in law need to get to Florida desperately flying w/ @USAirways is there anything you can do?,@SouthwestAir, my sister&amp;brother in law need to get to Florida desperately flying w/  is there anything you can do?,-0.6,1.0
5110,@SouthwestAir On hold with airline 45 min and counting. Service is terrible!,@SouthwestAir, On hold with airline 45 min and counting. Service is terrible!,-1.0,1.0
5114,"@SouthwestAir you have the worst service, you Cancelled Flightled all your flights FLL to PHL all @USAirways flights flew. Stuck in FL 3 days. #done",@SouthwestAir," you have the worst service, you Cancelled Flightled all your flights FLL to PHL all  flights flew. Stuck in FL 3 days. #done",-1.0,1.0
5121,@SouthwestAir Cancelled Flightled all flights Fort Lauderdale to Philly. USAir flights got to Philly with no problem. WTF is wrong with SW @USAirways,@SouthwestAir, Cancelled Flightled all flights Fort Lauderdale to Philly. USAir flights got to Philly with no problem. WTF is wrong with SW ,-0.5,0.95
5132,@SouthwestAir crazy how every airline flew out to the northeast tonight except you,@SouthwestAir, crazy how every airline flew out to the northeast tonight except you,-0.6,0.9
5145,"@SouthwestAir Disappointed in the FAA ""regulation"" you have 2 furnish proof of age 4 toddler. Thx for the unnecessary headache. #flyUnited",@SouthwestAir," Disappointed in the FAA ""regulation"" you have 2 furnish proof of age 4 toddler. Thx for the unnecessary headache. #flyUnited",-0.575,0.825
5154,@SouthwestAir you are the worst airline. Congrats!!,@SouthwestAir, you are the worst airline. Congrats!!,-1.0,1.0
5171,@SouthwestAir I'm here @ChicagoMidway airport.  I've waited 3 hours for my bag. No one knows shit. Mgmt knows nothing.  #Very mad customer,@SouthwestAir, I'm here  airport.  I've waited 3 hours for my bag. No one knows shit. Mgmt knows nothing.  #Very mad customer,-0.50625,0.9
5177,@SouthwestAir please refund my ticket. What a terrible experience. #southwestfail,@SouthwestAir, please refund my ticket. What a terrible experience. #southwestfail,-1.0,1.0
5185,@SouthwestAir I had to switch airlines and eat the difference (which was not insubstantial) and Cancelled Flight all plans for sat &amp; sun :(,@SouthwestAir, I had to switch airlines and eat the difference (which was not insubstantial) and Cancelled Flight all plans for sat &amp; sun :(,-0.75,1.0
5199,@SouthwestAir Worst customer service ever. You Cancelled Flightled my connecting flight to NY hours ago &amp; didn't tell me. Now I'm stuck in Tampa.,@SouthwestAir, Worst customer service ever. You Cancelled Flightled my connecting flight to NY hours ago &amp; didn't tell me. Now I'm stuck in Tampa.,-1.0,1.0
5203,@SouthwestAir why are you literally the worst?,@SouthwestAir, why are you literally the worst?,-1.0,1.0
5240,@SouthwestAir #3252 Manchester-BWI being delayed for one idiot who isn't on the plane?! We've waited 2 hours for our window and may miss it,@SouthwestAir, #3252 Manchester-BWI being delayed for one idiot who isn't on the plane?! We've waited 2 hours for our window and may miss it,-1.0,0.8
5258,"@SouthwestAir departing MDW it's cold 26F, windy with snow on the ground for sunny and 70F las vegas  @LASairport http://t.co/2IR7ynMBdU",@SouthwestAir," departing MDW it's cold 26F, windy with snow on the ground for sunny and 70F las vegas   http://t.co/2IR7ynMBdU",-0.6,1.0
5279,@SouthwestAir horrible flight!,@SouthwestAir, horrible flight!,-1.0,1.0
5303,"@SouthwestAir, been on hold for an over an hour now - when can we expect some customer service? #disappointed","@SouthwestAir,", been on hold for an over an hour now - when can we expect some customer service? #disappointed,-0.75,0.75
5315,@SouthwestAir thx - i managed to figure it out by trying diff confirmation #s as i booked. just annoying it's not readily available!,@SouthwestAir, thx - i managed to figure it out by trying diff confirmation #s as i booked. just annoying it's not readily available!,-0.525,0.65
5340,"@SouthwestAir On hold over 2 hrs and got cutoff !Cancelled Flightled my flight, now can't get to booked cruise in Florida! Terrible customer service!",@SouthwestAir," On hold over 2 hrs and got cutoff !Cancelled Flightled my flight, now can't get to booked cruise in Florida! Terrible customer service!",-1.0,1.0
5358,"@SouthwestAir VERY frustrated. Saw seats avail. online for pref alt. flight, unable to book online, lost those seats during &gt;2 hr phone hold",@SouthwestAir," VERY frustrated. Saw seats avail. online for pref alt. flight, unable to book online, lost those seats during &gt;2 hr phone hold",-0.705,0.38
5373,"@SouthwestAir customer svc worse than the #WinterWeather !  Flight Cancelled Flighted, website malfunction, on hold for &gt;1:34. http://t.co/PgwUkrpMOx",@SouthwestAir," customer svc worse than the #WinterWeather !  Flight Cancelled Flighted, website malfunction, on hold for &gt;1:34. http://t.co/PgwUkrpMOx",-0.5,0.6
5383,@SouthwestAir on hold for over an hour twice?  Terrible.,@SouthwestAir, on hold for over an hour twice?  Terrible.,-1.0,1.0
5385,@SouthwestAir crazy hold times today. Over an hour now. Help?,@SouthwestAir, crazy hold times today. Over an hour now. Help?,-0.6,0.9
5391,@SouthwestAir so u Cancelled Flight our flight to PHX bc of SDF weather but flights 2 the NE from SDF are still going on?! WTF? http://t.co/NGG3N0wIaR,@SouthwestAir, so u Cancelled Flight our flight to PHX bc of SDF weather but flights 2 the NE from SDF are still going on?! WTF? http://t.co/NGG3N0wIaR,-0.5,1.0
5397,"@SouthwestAir my wife has now been on hold for 90 minutes....I get weather is bad, but this is insane. #customerservice #customerloyalty",@SouthwestAir," my wife has now been on hold for 90 minutes....I get weather is bad, but this is insane. #customerservice #customerloyalty",-0.8499999999999999,0.8333333333333333
5409,@SouthwestAir 40 minutes still haven't talked to one person #shocking phone is gonna died before I talk to anyone http://t.co/iWoiGRLHXb,@SouthwestAir, 40 minutes still haven't talked to one person #shocking phone is gonna died before I talk to anyone http://t.co/iWoiGRLHXb,-1.0,1.0
5417,@SouthwestAir Suggestions: tell customers approximate wait times when they are on hold (50 min now...) and allow them to Cancelled Flight online!,@SouthwestAir, Suggestions: tell customers approximate wait times when they are on hold (50 min now...) and allow them to Cancelled Flight online!,-0.5,0.6
5452,@SouthwestAir Horrible experience ever with airline..Have to reconsider any future flights. Customer service ... http://t.co/EczHcmM5vi,@SouthwestAir, Horrible experience ever with airline..Have to reconsider any future flights. Customer service ... http://t.co/EczHcmM5vi,-0.5,0.5625
5502,@SouthwestAir I am absolutely sick of 300s and no wifi!,@SouthwestAir, I am absolutely sick of 300s and no wifi!,-0.8928571428571429,0.8571428571428571
5510,@SouthwestAir I wish i would've seen this 4 hours ago!!! I WANTED TO SEE THEM TONIGHT SO BAD!!!! #CRYING,@SouthwestAir, I wish i would've seen this 4 hours ago!!! I WANTED TO SEE THEM TONIGHT SO BAD!!!! #CRYING,-0.6,0.6333333333333333
5523,@SouthwestAir I will tell marry a lamp if you give me tickets to the Vegas show please I am desperate,@SouthwestAir, I will tell marry a lamp if you give me tickets to the Vegas show please I am desperate,-0.6,1.0
5531,"@SouthwestAir WTF, my flight was delayed and then I go to board and my boarding pass has disappeared from the Southwest app!",@SouthwestAir," WTF, my flight was delayed and then I go to board and my boarding pass has disappeared from the Southwest app!",-0.625,1.0
5535,@SouthwestAir baggage woman said it was in Blatimore and would be on a plane this morning. Now they can't find it. WTF!???,@SouthwestAir, baggage woman said it was in Blatimore and would be on a plane this morning. Now they can't find it. WTF!???,-0.625,1.0
5616,@SouthwestAir yes but not with out an attitude and nasty comment,@SouthwestAir, yes but not with out an attitude and nasty comment,-1.0,1.0
5621,"@SouthwestAir#4569 Cancelled Flightled, had to get refund. Cancelled Flightlations happen. But the 25+ min phone wait &amp; painful music unacceptable. Come on...",@SouthwestAir#4569," Cancelled Flightled, had to get refund. Cancelled Flightlations happen. But the 25+ min phone wait &amp; painful music unacceptable. Come on...",-0.7,0.9
5626,@SouthwestAir  I can go.  I want to badly!!!!   I don't know how to DM.  Can I e-mail you?   Help!!!  wmn4life@hotmail.com,@SouthwestAir,  I can go.  I want to badly!!!!   I don't know how to DM.  Can I e-mail you?   Help!!!  wmn4life,-1.0,0.6666666666666666
5654,@SouthwestAir delay is understandable but look at the time of the the flight and boarding time. Weird!,@SouthwestAir, delay is understandable but look at the time of the the flight and boarding time. Weird!,-0.625,1.0
5725,@SouthwestAir it's too damn cold to be sitting on this runway with no heat!!!!!,@SouthwestAir, it's too damn cold to be sitting on this runway with no heat!!!!!,-1.0,1.0
5744,@SouthwestAir hello. my flight is Cancelled Flightled for #destinationdragons and no one at your desk at KCI knows what the fuck is happening!!!!!!!!,@SouthwestAir, hello. my flight is Cancelled Flightled for #destinationdragons and no one at your desk at KCI knows what the fuck is happening!!!!!!!!,-1.0,0.6
5748,"@SouthwestAir Hi! Winter Wx Advisory issued for STL. Snow &amp; Ice &amp; Cold, oh my! Will you issue a travel advisory for that?",@SouthwestAir," Hi! Winter Wx Advisory issued for STL. Snow &amp; Ice &amp; Cold, oh my! Will you issue a travel advisory for that?",-0.75,1.0
5763,"@SouthwestAir my sinuses had to contend with two painful landings rather than one, and we missed a preregistration window. Beyond frustrated",@SouthwestAir," my sinuses had to contend with two painful landings rather than one, and we missed a preregistration window. Beyond frustrated",-0.7,0.55
5767,@SouthwestAir I WANNAA GO TO THE VEGAS SHOW SO BAD ID DOO ANYTHING #DestinationDragons,@SouthwestAir, I WANNAA GO TO THE VEGAS SHOW SO BAD ID DOO ANYTHING #DestinationDragons,-0.6999999999999998,0.6666666666666666
5778,@SouthwestAir BETSY is the BESTY! Gettin' stuck at #LAS might not be bad for most..but I want home! #homewardbound #betsy #besty #thankyou,@SouthwestAir, BETSY is the BESTY! Gettin' stuck at #LAS might not be bad for most..but I want home! #homewardbound #betsy #besty #thankyou,-0.8749999999999998,0.6666666666666666
5790,@SouthwestAir Just realized my Luv Voucher expired today. :( Any chance of getting some luv with an extension? Please? #VeryLoyalCustomer,@SouthwestAir, Just realized my Luv Voucher expired today. :( Any chance of getting some luv with an extension? Please? #VeryLoyalCustomer,-0.75,1.0
5800,@SouthwestAir Your #Android Wi-Fi experience is terrible! $8 is a ripoff! I can't get to @NASCAR or MRN for @DISupdates #BudweiserDuels,@SouthwestAir, Your #Android Wi-Fi experience is terrible! $8 is a ripoff! I can't get to  or MRN for  #BudweiserDuels,-1.0,1.0
5861,@SouthwestAir might be the worst airline ever,@SouthwestAir, might be the worst airline ever,-1.0,1.0
5879,@SouthwestAir I tried again with your in-flight wifi #fail,@SouthwestAir, I tried again with your in-flight wifi #fail,-0.5,0.29999999999999993
5907,@SouthwestAir Unable to check in my flight. It says my itinerary is ineligible for checkin online. Go to counter. Very inconvenient!!!,@SouthwestAir, Unable to check in my flight. It says my itinerary is ineligible for checkin online. Go to counter. Very inconvenient!!!,-0.75,0.75
5939,@SouthwestAir is awful. They have lost my bag and aren't providing any info. This is day 3 and nothing. #WORSTAIRLINEEVER,@SouthwestAir, is awful. They have lost my bag and aren't providing any info. This is day 3 and nothing. #WORSTAIRLINEEVER,-1.0,1.0
6033,@SouthwestAir when you enter every contest for #DestinationDragons and lose :(,@SouthwestAir, when you enter every contest for #DestinationDragons and lose :(,-0.75,1.0
