,Tweet,handle,tweet_text,Polarity,Subjectivity
3645,@united i have talked to them...on standby for tomorrow but it doesn't look good. May have to stay here till Friday &amp; that's not guaranteed,@united, i have talked to them...on standby for tomorrow but it doesn't look good. May have to stay here till Friday &amp; that's not guaranteed,0.7,0.6000000000000001
3655,@united I knew I should've flew @VirginAmerica lol,@united, I knew I should've flew  lol,0.8,0.7
3658,"@united 
I will admit, you've been rather good to me over the years.
You've still got me hooked.
(for now!)
Peace.",@united," 
I will admit, you've been rather good to me over the years.
You've still got me hooked.
(for now!)
Peace.",0.875,0.6000000000000001
3662,@united great. Looking forward to your response to my DM then,@united, great. Looking forward to your response to my DM then,0.8,0.75
3689,"@united hey awesome!  Thanks for the reply, will be filling the form out! @AmericanAir",@united," hey awesome!  Thanks for the reply, will be filling the form out! ",0.625,0.6
3699,"@united they are all -pilots, FA and ground personnel doing a great job. Weather is to blame... Who do I talk to about that :)",@united," they are all -pilots, FA and ground personnel doing a great job. Weather is to blame... Who do I talk to about that :)",0.65,0.875
3729,@united thank you! Love united!! Have 4 flights today!,@united, thank you! Love united!! Have 4 flights today!,0.9765625,0.6
3737,@united Fantastic job by your people today on ua22 from Dublin. A jam packed plane but the crew was wonderful!!,@united, Fantastic job by your people today on ua22 from Dublin. A jam packed plane but the crew was wonderful!!,0.7,0.95
3778,"@united Nice ""partners"" you have. The delays keep increasing every 20 min @FtLauderdaleSun @orlandosentinel http://t.co/1AtEafnC6R",@united," Nice ""partners"" you have. The delays keep increasing every 20 min   http://t.co/1AtEafnC6R",0.6,1.0
3801,@united trade show! Come by both 130 for awesome deals on #sunkist and @webbernaturals! $$ http://t.co/1L9sCWPhph,@united, trade show! Come by both 130 for awesome deals on #sunkist and  $$ http://t.co/1L9sCWPhph,1.0,1.0
3835,@united the lack of customer service is astounding https://t.co/72RMpkOGwu #2daysofhell,@united, the lack of customer service is astounding https://t.co/72RMpkOGwu #2daysofhell,0.6,1.0
3863,"@united surprise me.  Otherwise, the flight is over and I don't have a good feeling about your airline.",@united," surprise me.  Otherwise, the flight is over and I don't have a good feeling about your airline.",0.7,0.6000000000000001
3877,"@united Great, thank you!",@united," Great, thank you!",1.0,0.75
3953,"@united unless it's on you guys, im good.",@united," unless it's on you guys, im good.",0.7,0.6000000000000001
3954,@united are the miles going to be restructured? Help a silver status brotha out! I thought I was winning with you guys until today lol,@united, are the miles going to be restructured? Help a silver status brotha out! I thought I was winning with you guys until today lol,0.65,0.725
3979,"@united Great, thank you!! I'll send it now.",@united," Great, thank you!! I'll send it now.",1.0,0.75
4035,@united and they were traveling as guests of a mileage plus member using that members miles. Great customer service.,@united, and they were traveling as guests of a mileage plus member using that members miles. Great customer service.,0.8,0.75
4053,"@united awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!",@united," awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!",0.6604166666666667,0.8296296296296296
4148,"@united here I was thinking how I could say so many nice things after getting upgraded, but then you delayed my flight... It's ok!",@united," here I was thinking how I could say so many nice things after getting upgraded, but then you delayed my flight... It's ok!",0.5750000000000001,0.6666666666666666
4166,@united  @MrAndyEp like 2 weeks after my flight!?!? Creative!,@united,   like 2 weeks after my flight!?!? Creative!,0.625,1.0
4179,@united I travel a lot and I get it. You're still my fave but EWR to Cleveland w/40 min layover to connect to DC = our best option? Come on.,@united, I travel a lot and I get it. You're still my fave but EWR to Cleveland w/40 min layover to connect to DC = our best option? Come on.,1.0,0.3
4189,@united Priceless. United stranded my daughter at O'Hare. United did zero to keep her safe.....alone on a plastic chair for 9h! # United Air,@united, Priceless. United stranded my daughter at O'Hare. United did zero to keep her safe.....alone on a plastic chair for 9h! # United Air,1.0,1.0
4200,@united took this picture on Thursday. #awesome http://t.co/IVGpZSjtkW,@united, took this picture on Thursday. #awesome http://t.co/IVGpZSjtkW,1.0,1.0
4278,@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!,@united, feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!,0.8138020833333335,0.5
4281,@united Step 1: Cancelled Flight flight. Step 2: Don't notify customer. Step 3: Charge them for food while they try to survive their wait. Brilliant.,@united, Step 1: Cancelled Flight flight. Step 2: Don't notify customer. Step 3: Charge them for food while they try to survive their wait. Brilliant.,0.9,1.0
4285,"@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies.""",@united," no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies.""",0.5583333333333333,0.762962962962963
4336,@SouthwestAir love them! Always get the best deals!,@SouthwestAir, love them! Always get the best deals!,0.8125,0.44999999999999996
4352,@SouthwestAir I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!,@SouthwestAir, I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!,0.875,0.6000000000000001
4361,@SouthwestAir  I USED to always fly Southwest.,@SouthwestAir,  I USED to always fly Southwest.,0.8,0.9
4370,"@SouthwestAir  THANK YOU for your awesome flights. Sweetheart got screwed on @FlyFrontier, managed to scramble and get a SW plane today. !!!",@SouthwestAir,  THANK YOU for your awesome flights. Sweetheart got screwed on  managed to scramble and get a SW plane today. !!!,1.0,1.0
4382,"@SouthwestAir ""Airport snow removal method #22..""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/7poFSXOjSY",@SouthwestAir," ""Airport snow removal method #22..""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/7poFSXOjSY",0.875,0.6000000000000001
4389,@SouthwestAir great now we are all de boarding perfectly plane is shot. Fml. Plans are screwed. Thanks for nothing @SouthwestAir,@SouthwestAir, great now we are all de boarding perfectly plane is shot. Fml. Plans are screwed. Thanks for nothing ,0.6666666666666666,0.65
4446,@SouthwestAir NOR @SpiritAirlines fly to Toronto?!?!? You're killing me smalls.......,@SouthwestAir, NOR  fly to Toronto?!?!? You're killing me smalls.......,1.0,0.9
4456,@SouthwestAir is there a resource to check delays/Cancelled Flightlations out of Love Field? Flying out tomorrow am and stressed about weather! ❄️,@SouthwestAir, is there a resource to check delays/Cancelled Flightlations out of Love Field? Flying out tomorrow am and stressed about weather! ❄️,0.625,0.6
4464,@SouthwestAir Thank you for taking good care of people with ALS! http://t.co/m1yyWAFkFI @KevinSwan_ @ALSTDI @A_Life_Story_,@SouthwestAir, Thank you for taking good care of people with ALS! http://t.co/m1yyWAFkFI   ,0.875,0.6000000000000001
4467,@SouthwestAir #stepup #makeitright re you best? Or just money hungry? #wewillsee,@SouthwestAir, #stepup #makeitright re you best? Or just money hungry? #wewillsee,1.0,0.3
4511,@SouthwestAir I love this airline so much! Thanks so much! The service is great! The snacks are amazing! Everything is outstanding thanks!!,@SouthwestAir, I love this airline so much! Thanks so much! The service is great! The snacks are amazing! Everything is outstanding thanks!!,0.5017857142857143,0.5321428571428571
4524,@SouthwestAir should offer cdn border towns incentive to fly since exchange rates are #hurt. #customerappreciation #gaincustomers #keepem2,@SouthwestAir, should offer cdn border towns incentive to fly since exchange rates are #hurt. #customerappreciation #gaincustomers #keepem2,0.8,0.9
4525,@SouthwestAir What an awesome flight Dallas 2 NY. Virgin America refused bc of my child's peanut allergy but u guys didn't. Thanks! 👍😊,@SouthwestAir, What an awesome flight Dallas 2 NY. Virgin America refused bc of my child's peanut allergy but u guys didn't. Thanks! 👍😊,0.625,0.6
4530,"@SouthwestAir in flight wifi + @TMobile wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D",@SouthwestAir," in flight wifi +  wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D",0.8333333333333334,0.6333333333333333
4535,@SouthwestAir great day in the air. http://t.co/YNc2ZUt4zz,@SouthwestAir, great day in the air. http://t.co/YNc2ZUt4zz,0.8,0.75
4545,@SouthwestAir crew on flight 206 is awesome! Tell them I sent this tweet and maybe they will give me free wifi... #canthurtasking,@SouthwestAir, crew on flight 206 is awesome! Tell them I sent this tweet and maybe they will give me free wifi... #canthurtasking,0.7,0.9
4549,@SouthwestAir happy to enter your sweepstakes again #nutsaboutsouthwest,@SouthwestAir, happy to enter your sweepstakes again #nutsaboutsouthwest,0.8,1.0
4550,@SouthwestAir thanks for the great customer service today! 👍👌,@SouthwestAir, thanks for the great customer service today! 👍👌,0.6,0.475
4558,@SouthwestAir your flight attendants are really funny!! The sass is giving me life!!! 😂,@SouthwestAir, your flight attendants are really funny!! The sass is giving me life!!! 😂,0.762939453125,1.0
4575,@SouthwestAir oh no worries. Just have never seen that before until today. I mean…it is a great card 😀,@SouthwestAir, oh no worries. Just have never seen that before until today. I mean…it is a great card 😀,0.8,0.75
4577,@SouthwestAir Flight 1700. (PHX TO LAX) Wheels stop.  Glad to be home!  Thanks to the professionals both up front and in the cabin!!!,@SouthwestAir, Flight 1700. (PHX TO LAX) Wheels stop.  Glad to be home!  Thanks to the professionals both up front and in the cabin!!!,0.5078125,0.6
4583,"@SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome",@SouthwestAir," 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome",0.6,0.73
4585,@SouthwestAir I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can,@SouthwestAir, I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can,0.5666666666666667,0.6
4600,@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!,@SouthwestAir, Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!,0.75,0.8
4621,@SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl,@SouthwestAir, looks like Bellagio to me! Good luck people! See you at the show at Vinyl,0.875,0.6000000000000001
4624,@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH,@SouthwestAir, Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH,0.6875,0.6000000000000001
4628,@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather,@SouthwestAir, #Vegas I was there 5 days ago. Miss the  Warm Weather,0.6,0.6
4629,@SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises,@SouthwestAir, Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises,0.8,0.75
4639,@SouthwestAir best airline 👌,@SouthwestAir, best airline 👌,1.0,0.3
4647,@SouthwestAir continues to prove to be the best airlines 💪,@SouthwestAir, continues to prove to be the best airlines 💪,1.0,0.3
4651,@SouthwestAir Awesome staff at the  check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays,@SouthwestAir, Awesome staff at the  check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays,1.0,1.0
4667,"@SouthwestAir Thanks, you guys are the best",@SouthwestAir," Thanks, you guys are the best",0.6,0.25
4668,@SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free.,@SouthwestAir, I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free.,0.65,0.875
4679,@SouthwestAir another great trip! LAX 823 - LAS 3075-  BNA. Thanks so much!!!,@SouthwestAir, another great trip! LAX 823 - LAS 3075-  BNA. Thanks so much!!!,0.5302083333333333,0.3833333333333333
4685,@SouthwestAir Got help from a nice lady on the phone in Georgia.  Thank you!,@SouthwestAir, Got help from a nice lady on the phone in Georgia.  Thank you!,0.75,1.0
4695,@SouthwestAir nice touch on the passbook integration!,@SouthwestAir, nice touch on the passbook integration!,0.75,1.0
4700,@SouthwestAir Awesome. Thanks! You guys rock!,@SouthwestAir, Awesome. Thanks! You guys rock!,0.65625,0.6
4722,@SouthwestAir thank you for great customer service. Trying to make it to San Antonio and your staff and alerts have been helpful. Boo ice!,@SouthwestAir, thank you for great customer service. Trying to make it to San Antonio and your staff and alerts have been helpful. Boo ice!,1.0,0.75
4752,"@SouthwestAir, you're really going to let @delta and @virginamerica get the best of you? http://t.co/vUdWJm1lYB","@SouthwestAir,", you're really going to let  and  get the best of you? http://t.co/vUdWJm1lYB,0.6,0.25
4786,@SouthwestAir you know what'd be beyond awesome? A pair of tickets to the @Imaginedragons show in ATL. A girl can dream #DestinationDragons,@SouthwestAir, you know what'd be beyond awesome? A pair of tickets to the  show in ATL. A girl can dream #DestinationDragons,1.0,1.0
4787,@SouthwestAir yes I was everything worked out great,@SouthwestAir, yes I was everything worked out great,0.8,0.75
4788,@SouthwestAir show me some love and a companion flight~please and thank you!,@SouthwestAir, show me some love and a companion flight~please and thank you!,0.625,0.6
4790,@SouthwestAir loved it!,@SouthwestAir, loved it!,0.875,0.8
4794,@SouthwestAir you're my early frontrunner for best airline! #oscars2016,@SouthwestAir, you're my early frontrunner for best airline! #oscars2016,0.55,0.3
4810,"@SouthwestAir crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, but this was a great flight",@SouthwestAir," crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, but this was a great flight",0.5361111111111111,0.7597222222222222
4814,@SouthwestAir thanks! Very excited to see it :D,@SouthwestAir, thanks! Very excited to see it :D,0.5791666666666667,0.725
4818,@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice,@SouthwestAir, Thanks for helping my mom after  wouldn't let her get on her plane in Orlando! You're the best! #customerservice,0.625,0.25
4824,@SouthwestAir All good... beers and #oscars2015 ar #DIA,@SouthwestAir, All good... beers and #oscars2015 ar #DIA,0.7,0.6000000000000001
4859,"@SouthwestAir beautiful view flying into San Jose, CA this evening http://t.co/SxVaGbRTlI",@SouthwestAir," beautiful view flying into San Jose, CA this evening http://t.co/SxVaGbRTlI",0.85,1.0
4860,@SouthwestAir Thank you SWA and Shannon G. @LASairport (C22) for being a miracle worker! #awesome,@SouthwestAir, Thank you SWA and Shannon G.  (C22) for being a miracle worker! #awesome,1.0,1.0
4875,@SouthwestAir lol I already am ! I am a card member as well too lol i enjoy flying with you Guys,@SouthwestAir, lol I already am ! I am a card member as well too lol i enjoy flying with you Guys,0.7333333333333334,0.6333333333333333
4886,@SouthwestAir I (heart) my CP status. Sure would be nice to have though.,@SouthwestAir, I (heart) my CP status. Sure would be nice to have though.,0.55,0.9444444444444444
4887,@SouthwestAir #RedCarpet Southwest Companion Pass would be great!,@SouthwestAir, #RedCarpet Southwest Companion Pass would be great!,1.0,0.75
4888,@SouthwestAir I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend 😬,@SouthwestAir, I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend 😬,0.65,0.675
4901,@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!,@SouthwestAir, I continue to be amazed by the amazing customer service.  Thank you SWA!,0.7500000000000001,0.9
4925,@SouthwestAir still planing on flights into Dal? We are trying to fly in tomorrow from lax,@SouthwestAir, still planing on flights into Dal? We are trying to fly in tomorrow from lax,0.8,0.9
4927,@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8,@SouthwestAir, has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8,0.9500000000000001,0.9666666666666667
4935,@SouthwestAir How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.,@SouthwestAir, How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.,0.8,0.9
4957,@SouthwestAir check out our 1st grader's school science fair project. She loves flying on Southwest Airlines. http://t.co/BaYePZkMiz,@SouthwestAir, check out our 1st grader's school science fair project. She loves flying on Southwest Airlines. http://t.co/BaYePZkMiz,0.7,0.9
4987,@SouthwestAir think you have great people working for you.,@SouthwestAir, think you have great people working for you.,0.8,0.75
4997,@SouthwestAir you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons 😋,@SouthwestAir, you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons 😋,0.6000000000000001,0.9
4998,"@SouthwestAir BTW, not a weather delay. We've had beautiful weather in Sunny California. #nolove #noexcuses #cali http://t.co/kumtbgER03",@SouthwestAir," BTW, not a weather delay. We've had beautiful weather in Sunny California. #nolove #noexcuses #cali http://t.co/kumtbgER03",0.85,1.0
5022,@SouthwestAir I will say that your customer service has consistently been the very best!!!,@SouthwestAir, I will say that your customer service has consistently been the very best!!!,0.625,0.32
5034,@SouthwestAir What is the best credit card to use/open to get miles with y'all?,@SouthwestAir, What is the best credit card to use/open to get miles with y'all?,1.0,0.3
5054,"@SouthwestAir Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! http://t.co/X1EqYAHfvZ",@SouthwestAir," Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! http://t.co/X1EqYAHfvZ",0.7,0.75
5059,@SouthwestAir great example of customer service this morning at MSY headed to ATL. Alison and Bobbi were fantastic! Gate B8. Thank you.,@SouthwestAir, great example of customer service this morning at MSY headed to ATL. Alison and Bobbi were fantastic! Gate B8. Thank you.,0.65,0.825
5080,@SouthwestAir Thank you for your help Adam and to the awesome gate agents at B12 in LAS for getting us home!,@SouthwestAir, Thank you for your help Adam and to the awesome gate agents at B12 in LAS for getting us home!,1.0,1.0
5085,@SouthwestAir been holding for 1 hour and 10 minutes. To rebook Cancelled Flightlation.You guys need more help!,@SouthwestAir, been holding for 1 hour and 10 minutes. To rebook Cancelled Flightlation.You guys need more help!,0.625,0.5
5100,@SouthwestAir The pilots&amp; crew on flt 3999 and customer service professionals at baggage claim are OUTSTANDING!! Thank you!!,@SouthwestAir, The pilots&amp; crew on flt 3999 and customer service professionals at baggage claim are OUTSTANDING!! Thank you!!,1.0,0.875
5122,@SouthwestAir Kudos for adding #Passbook to your app! I LOVE IT!,@SouthwestAir, Kudos for adding #Passbook to your app! I LOVE IT!,0.625,0.6
5131,@SouthwestAir 20 passengers on this plane. I should've just grabbed my baggage and gave it its own seat.,@SouthwestAir, 20 passengers on this plane. I should've just grabbed my baggage and gave it its own seat.,0.6,1.0
5143,@SouthwestAir bags fly free..just not to where you're going.,@SouthwestAir, bags fly free..just not to where you're going.,0.8,0.9
5146,@SouthwestAir I love you Southwest. I accept all your flight attendants and their many talents always! #flySWA,@SouthwestAir, I love you Southwest. I accept all your flight attendants and their many talents always! #flySWA,0.5625,0.55
5153,@SouthwestAir @PoteetTJ had to fly @Delta MCO-&gt;CMH for $400 b/c we cldnt reach SWA to reroute SWA 3104 Cancelled Flightlation. Voucher wld help.,@SouthwestAir,  had to fly  MCO-&gt;CMH for $400 b/c we cldnt reach SWA to reroute SWA 3104 Cancelled Flightlation. Voucher wld help.,0.8,0.9
5158,@SouthwestAir Thanks for sending my kid to the #DestinationDragons concert Vegas @Imaginedragons So awesome! http://t.co/G9b6e0a2sZ,@SouthwestAir, Thanks for sending my kid to the #DestinationDragons concert Vegas  So awesome! http://t.co/G9b6e0a2sZ,0.6,0.6
5242,@SouthwestAir I just wanna say you're incredible for sending people to see their idols. Sooooo kind and amazing💖 #DestinationDragons,@SouthwestAir, I just wanna say you're incredible for sending people to see their idols. Sooooo kind and amazing💖 #DestinationDragons,0.75,0.9
5265,@southwestair y'all just Cancelled Flightled the flight i rebooked after 1st was Cancelled Flightled. help? I need to be in nyc. schedule more flights tomorrow!,@southwestair, y'all just Cancelled Flightled the flight i rebooked after 1st was Cancelled Flightled. help? I need to be in nyc. schedule more flights tomorrow!,0.625,0.5
5277,@SouthwestAir That's an awesome library.,@SouthwestAir, That's an awesome library.,1.0,1.0
5285,"@SouthwestAir Been on hold over 90 minutes. You can fly, but not answer the phone?",@SouthwestAir," Been on hold over 90 minutes. You can fly, but not answer the phone?",0.8,0.9
5307,@SouthwestAir now flight is book and I have to fly standby if they will allow me to check in before the flight takes off,@SouthwestAir, now flight is book and I have to fly standby if they will allow me to check in before the flight takes off,0.8,0.9
5324,@SouthwestAir FREE Cable Out of this World Technology and a mans dream come true... FREE and PORTABLE???!!! http://t.co/Qw1til96YA,@SouthwestAir, FREE Cable Out of this World Technology and a mans dream come true... FREE and PORTABLE???!!! http://t.co/Qw1til96YA,0.5104166666666666,0.75
5325,@SouthwestAir is the best. Case and point. https://t.co/ucVnilMb4x @ryand2285 #HappyBirthday,@SouthwestAir, is the best. Case and point. https://t.co/ucVnilMb4x  #HappyBirthday,1.0,0.3
5326,@SouthwestAir Incredible view! I had a smooth flight both ways even tho there was turbulence. Your pilots ROCK! http://t.co/3nsUSfSBPv,@SouthwestAir, Incredible view! I had a smooth flight both ways even tho there was turbulence. Your pilots ROCK! http://t.co/3nsUSfSBPv,0.75,0.7
5347,"@SouthwestAir flight 3970, bna-rdu had the most excellent crew today",@SouthwestAir," flight 3970, bna-rdu had the most excellent crew today",0.75,0.75
5352,@SouthwestAir I thought you guys were the best airline...I've been on hold for an hour!,@SouthwestAir, I thought you guys were the best airline...I've been on hold for an hour!,1.0,0.3
5353,@SouthwestAir @SouthwestOliver that's a great FA right there.,@SouthwestAir,  that's a great FA right there.,0.5428571428571429,0.6428571428571428
5362,@SouthwestAir  @TheEllenShow @Imaginedragons  @kdepetro313 .what a great first night. #DestinationDragons http://t.co/N3LrFo4UaY,@SouthwestAir,      .what a great first night. #DestinationDragons http://t.co/N3LrFo4UaY,0.525,0.5416666666666666
5370,@SouthwestAir hello #SouthwestAir I'm  happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight,@SouthwestAir, hello #SouthwestAir I'm  happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight,0.6000000000000001,0.9
5372,@southwestair your attendants at the ATL airport are awesome! Very helpful with all the Cancelled Flightlations this morning.,@southwestair, your attendants at the ATL airport are awesome! Very helpful with all the Cancelled Flightlations this morning.,0.6,0.65
5374,@SouthwestAir flt 3867 crew  #OrangeCounty to #Denver is The #BEST! Weather delay but pilots just invited the kids to see the cockpit! #luv,@SouthwestAir, flt 3867 crew  #OrangeCounty to #Denver is The #BEST! Weather delay but pilots just invited the kids to see the cockpit! #luv,1.0,0.3
5396,"@SouthwestAir Thanks 4 the great service, staff, letting me change my flight 5 times for free! PVD to the skies for me always on SWA!",@SouthwestAir," Thanks 4 the great service, staff, letting me change my flight 5 times for free! PVD to the skies for me always on SWA!",0.5416666666666666,0.5833333333333334
5402,@SouthwestAir Can I book a flight on my own and get reimbursed by you?,@SouthwestAir, Can I book a flight on my own and get reimbursed by you?,0.6,1.0
5407,@SouthwestAir great flight! And great view! http://t.co/auFM4xdaj2,@SouthwestAir, great flight! And great view! http://t.co/auFM4xdaj2,1.0,0.75
5420,@SouthwestAir loving the boarding to go to Chicago #KeepItMovin',@SouthwestAir, loving the boarding to go to Chicago #KeepItMovin',0.6,0.95
5421,@SouthwestAir flt 3260 out of mht. Have fun with my kids and grandkids 10 of them!!  Jack says hi! http://t.co/BHOOiyT6ZQ,@SouthwestAir, flt 3260 out of mht. Have fun with my kids and grandkids 10 of them!!  Jack says hi! http://t.co/BHOOiyT6ZQ,0.5859375,0.2
5424,@SouthwestAir On hold for two hours and it timed-out on me. Great system you got there.,@SouthwestAir, On hold for two hours and it timed-out on me. Great system you got there.,0.8,0.75
5435,@SouthwestAir had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! 😜😂 thanks,@SouthwestAir, had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! 😜😂 thanks,0.6,0.475
5451,@SouthwestAir Hey sourhwest can you send me to Atlanta to see @Imaginedragons ? I will fly southwest forever. U guys are the best airline!,@SouthwestAir, Hey sourhwest can you send me to Atlanta to see  ? I will fly southwest forever. U guys are the best airline!,0.9,0.6
5457,"@SouthwestAir wanting a ⭐️ for the ✈️ finding the gate. No apology or exp. All good, I'm sure connecting flight leaving SAC will be chill!",@SouthwestAir," wanting a ⭐️ for the ✈️ finding the gate. No apology or exp. All good, I'm sure connecting flight leaving SAC will be chill!",0.6625,0.7444444444444445
5463,"@SouthwestAir @FortuneMagazine 
great news.",@SouthwestAir,"  
great news.",0.8,0.75
5464,@SouthwestAir is making dreams come true with their #DestinationDragons scavenger hunt! You can win a chance to see Imagine Dragons! Go!,@SouthwestAir, is making dreams come true with their #DestinationDragons scavenger hunt! You can win a chance to see Imagine Dragons! Go!,0.71875,0.525
5475,"@SouthwestAir @JasonWhitely flt 947 Emer stop in Albuquer for a heart condition, crew was awesome, pilot was Maverick on the divert.",@SouthwestAir,"  flt 947 Emer stop in Albuquer for a heart condition, crew was awesome, pilot was Maverick on the divert.",1.0,1.0
5482,@SouthwestAir we're doing our best; sitting at a gate waiting (while not being given information why we're delayed) isn't making this easy,@SouthwestAir, we're doing our best; sitting at a gate waiting (while not being given information why we're delayed) isn't making this easy,0.7166666666666667,0.5666666666666667
5485,@SouthwestAir thanks for an awesome flight and connection! We were delayed but your staff and crew were purely amazing!,@SouthwestAir, thanks for an awesome flight and connection! We were delayed but your staff and crew were purely amazing!,0.65,0.7000000000000001
5489,"@SouthwestAir my son is flying South West from NOLA-Orlando, hope to enter for him to win this contest #DestinationDragons",@SouthwestAir," my son is flying South West from NOLA-Orlando, hope to enter for him to win this contest #DestinationDragons",0.8,0.4
5506,@SouthwestAir you are lucky to have people like Annamarie and Norris at BWI. I hope they get recognized for excellent cust. service,@SouthwestAir, you are lucky to have people like Annamarie and Norris at BWI. I hope they get recognized for excellent cust. service,0.6666666666666666,0.9166666666666667
5513,@SouthwestAir @SacIntlAirport Feels like a good day to fly!!  Thanks for the ontime departure to SNA!!:) #bestinclass #30000ft #takemehome,@SouthwestAir,  Feels like a good day to fly!!  Thanks for the ontime departure to SNA!!:) #bestinclass #30000ft #takemehome,0.628125,0.675
5514,@SouthwestAir Great trip on 2672 yesterday - outstanding flight attendants,@SouthwestAir, Great trip on 2672 yesterday - outstanding flight attendants,0.65,0.8125
5517,@SouthwestAir I'm on the 10:55 flight! Everyone has been so nice and helpful! I'm just hoping we'll get to fly out! Thank you! ;),@SouthwestAir, I'm on the 10:55 flight! Everyone has been so nice and helpful! I'm just hoping we'll get to fly out! Thank you! ;),0.6666666666666666,0.9666666666666667
5525,@SouthwestAir #promotion fly 3 roundtrip #flights to and from #ATL between 2/15 and 5/17 and get a companion pass for the year #travel,@SouthwestAir, #promotion fly 3 roundtrip #flights to and from #ATL between 2/15 and 5/17 and get a companion pass for the year #travel,0.8,0.9
5528,@SouthwestAir here we go again. Delayed in Chicago why offer the 630 flight if you never intend to fly it,@SouthwestAir, here we go again. Delayed in Chicago why offer the 630 flight if you never intend to fly it,0.8,0.9
5568,@SouthwestAir I was on hold for 30 minutes &amp; no one knows how to win these tickets that you're still handing out? #DestinationDragons,@SouthwestAir, I was on hold for 30 minutes &amp; no one knows how to win these tickets that you're still handing out? #DestinationDragons,0.8,0.4
5573,"@SouthwestAir I saw ppl were winning tickets still, how do we win some?",@SouthwestAir," I saw ppl were winning tickets still, how do we win some?",0.65,0.575
5580,"@SouthwestAir   Happily, flight 1625 was not delayed when a cockpit visit blew my four-yr-old's mind. Thanks, Cap'n! http://t.co/C8mqEzXVdH",@SouthwestAir,"   Happily, flight 1625 was not delayed when a cockpit visit blew my four-yr-old's mind. Thanks, Cap'n! http://t.co/C8mqEzXVdH",0.525,0.6
5590,@SouthwestAir I'm on the 110 lol has anyone arrived yet??,@SouthwestAir, I'm on the 110 lol has anyone arrived yet??,0.8,0.7
5598,@SouthwestAir get me on flight 4146 to denver and I'll be more than happy !!!!!,@SouthwestAir, get me on flight 4146 to denver and I'll be more than happy !!!!!,0.75,0.75
